# l                Dl               -dDl             +dDl             
  3.74000000e+02   5.61423045e+01   1.28922399e+01   1.28922399e+01
  3.75000000e+02   4.29760355e+01   1.28390111e+01   1.28390111e+01
  3.76000000e+02   5.03500945e+01   1.27865628e+01   1.27865628e+01
  3.77000000e+02   4.30398091e+01   1.27349271e+01   1.27349271e+01
  3.78000000e+02   4.08293576e+01   1.26841634e+01   1.26841634e+01
  3.79000000e+02   6.89381173e+01   1.26343092e+01   1.26343092e+01
  3.80000000e+02   3.55880849e+01   1.25854019e+01   1.25854019e+01
  3.81000000e+02   1.48326424e+01   1.25374962e+01   1.25374962e+01
  3.82000000e+02   2.30972194e+01   1.24906186e+01   1.24906186e+01
  3.83000000e+02   3.08392790e+01   1.24448209e+01   1.24448209e+01
  3.84000000e+02   3.91458474e+01   1.24001250e+01   1.24001250e+01
  3.85000000e+02   2.02371654e+01   1.23565788e+01   1.23565788e+01
  3.86000000e+02   2.98299172e+01   1.23142071e+01   1.23142071e+01
  3.87000000e+02   2.06564029e+01   1.22730322e+01   1.22730322e+01
  3.88000000e+02   4.98128753e+01   1.22330916e+01   1.22330916e+01
  3.89000000e+02   1.39347694e+01   1.21943927e+01   1.21943927e+01
  3.90000000e+02   1.54855000e+01   1.21569673e+01   1.21569673e+01
  3.91000000e+02   1.20105645e+01   1.21208178e+01   1.21208178e+01
  3.92000000e+02  -9.61706232e+00   1.20859710e+01   1.20859710e+01
  3.93000000e+02   4.26578340e+01   1.20524306e+01   1.20524306e+01
  3.94000000e+02   2.29685181e+01   1.20201969e+01   1.20201969e+01
  3.95000000e+02   7.74366311e+00   1.19892896e+01   1.19892896e+01
  3.96000000e+02   2.13349818e+01   1.19596971e+01   1.19596971e+01
  3.97000000e+02  -1.45893197e+01   1.19314335e+01   1.19314335e+01
  3.98000000e+02  -7.39965885e+00   1.19044822e+01   1.19044822e+01
  3.99000000e+02   2.88508606e+00   1.18788521e+01   1.18788521e+01
  4.00000000e+02  -4.26033422e+00   1.18545280e+01   1.18545280e+01
  4.01000000e+02   1.79006438e+01   1.18314929e+01   1.18314929e+01
  4.02000000e+02   1.53093052e+01   1.18097479e+01   1.18097479e+01
  4.03000000e+02  -4.92699153e+00   1.17892636e+01   1.17892636e+01
  4.04000000e+02   2.18099847e+00   1.17700361e+01   1.17700361e+01
  4.05000000e+02  -1.33599796e+01   1.17520305e+01   1.17520305e+01
  4.06000000e+02  -3.18995922e+01   1.17352372e+01   1.17352372e+01
  4.07000000e+02  -3.31788860e+01   1.17196240e+01   1.17196240e+01
  4.08000000e+02  -2.80128224e+01   1.17051563e+01   1.17051563e+01
  4.09000000e+02  -1.00526857e+01   1.16918186e+01   1.16918186e+01
  4.10000000e+02  -1.14289051e+01   1.16795650e+01   1.16795650e+01
  4.11000000e+02  -2.15337326e+01   1.16683766e+01   1.16683766e+01
  4.12000000e+02  -2.31879862e+01   1.16582049e+01   1.16582049e+01
  4.13000000e+02  -2.60750342e+01   1.16490270e+01   1.16490270e+01
  4.14000000e+02  -1.29450623e+01   1.16407984e+01   1.16407984e+01
  4.15000000e+02  -3.86753009e+01   1.16334728e+01   1.16334728e+01
  4.16000000e+02  -2.84030039e+01   1.16270234e+01   1.16270234e+01
  4.17000000e+02  -2.84661964e+01   1.16213948e+01   1.16213948e+01
  4.18000000e+02  -2.85024446e+01   1.16165577e+01   1.16165577e+01
  4.19000000e+02  -2.85658330e+01   1.16124549e+01   1.16124549e+01
  4.20000000e+02  -3.40103248e+01   1.16090551e+01   1.16090551e+01
  4.21000000e+02  -4.36437673e+01   1.16063065e+01   1.16063065e+01
  4.22000000e+02  -4.19414532e+01   1.16041577e+01   1.16041577e+01
  4.23000000e+02  -4.24499598e+01   1.16025777e+01   1.16025777e+01
  4.24000000e+02  -5.42357457e+01   1.16015086e+01   1.16015086e+01
  4.25000000e+02  -4.99440632e+01   1.16009189e+01   1.16009189e+01
  4.26000000e+02  -2.90502489e+01   1.16007506e+01   1.16007506e+01
  4.27000000e+02  -5.74184254e+01   1.16009734e+01   1.16009734e+01
  4.28000000e+02  -3.16280425e+01   1.16015297e+01   1.16015297e+01
  4.29000000e+02  -5.26507469e+01   1.16023896e+01   1.16023896e+01
  4.30000000e+02  -5.61648961e+01   1.16035024e+01   1.16035024e+01
  4.31000000e+02  -4.48199630e+01   1.16048189e+01   1.16048189e+01
  4.32000000e+02  -6.14261868e+01   1.16063095e+01   1.16063095e+01
  4.33000000e+02  -5.31376421e+01   1.16079187e+01   1.16079187e+01
  4.34000000e+02  -5.74654723e+01   1.16096182e+01   1.16096182e+01
  4.35000000e+02  -6.64060705e+01   1.16113536e+01   1.16113536e+01
  4.36000000e+02  -4.48920885e+01   1.16130980e+01   1.16130980e+01
  4.37000000e+02  -8.43135055e+01   1.16148048e+01   1.16148048e+01
  4.38000000e+02  -6.76065574e+01   1.16164297e+01   1.16164297e+01
  4.39000000e+02  -5.00826607e+01   1.16179518e+01   1.16179518e+01
  4.40000000e+02  -7.01554424e+01   1.16193266e+01   1.16193266e+01
  4.41000000e+02  -6.38083303e+01   1.16205359e+01   1.16205359e+01
  4.42000000e+02  -6.19087935e+01   1.16215367e+01   1.16215367e+01
  4.43000000e+02  -5.33686693e+01   1.16223140e+01   1.16223140e+01
  4.44000000e+02  -6.03991982e+01   1.16228338e+01   1.16228338e+01
  4.45000000e+02  -5.68613416e+01   1.16230637e+01   1.16230637e+01
  4.46000000e+02  -5.90955428e+01   1.16229912e+01   1.16229912e+01
  4.47000000e+02  -7.60007744e+01   1.16225805e+01   1.16225805e+01
  4.48000000e+02  -7.10514811e+01   1.16218214e+01   1.16218214e+01
  4.49000000e+02  -5.41623404e+01   1.16206806e+01   1.16206806e+01
  4.50000000e+02  -6.72799903e+01   1.16191502e+01   1.16191502e+01
  4.51000000e+02  -6.29005185e+01   1.16171995e+01   1.16171995e+01
  4.52000000e+02  -8.20000017e+01   1.16148234e+01   1.16148234e+01
  4.53000000e+02  -6.68000965e+01   1.16119998e+01   1.16119998e+01
  4.54000000e+02  -7.46656094e+01   1.16087078e+01   1.16087078e+01
  4.55000000e+02  -6.45072447e+01   1.16049470e+01   1.16049470e+01
  4.56000000e+02  -9.31990023e+01   1.16006995e+01   1.16006995e+01
  4.57000000e+02  -6.43339319e+01   1.15959722e+01   1.15959722e+01
  4.58000000e+02  -7.96176120e+01   1.15907498e+01   1.15907498e+01
  4.59000000e+02  -8.39539122e+01   1.15850433e+01   1.15850433e+01
  4.60000000e+02  -7.88038394e+01   1.15788460e+01   1.15788460e+01
  4.61000000e+02  -7.68914421e+01   1.15721533e+01   1.15721533e+01
  4.62000000e+02  -7.26174073e+01   1.15649789e+01   1.15649789e+01
  4.63000000e+02  -6.74225342e+01   1.15573148e+01   1.15573148e+01
  4.64000000e+02  -7.36795942e+01   1.15491775e+01   1.15491775e+01
  4.65000000e+02  -8.55189184e+01   1.15405612e+01   1.15405612e+01
  4.66000000e+02  -7.50271984e+01   1.15314850e+01   1.15314850e+01
  4.67000000e+02  -1.00195447e+02   1.15219459e+01   1.15219459e+01
  4.68000000e+02  -8.92416233e+01   1.15119591e+01   1.15119591e+01
  4.69000000e+02  -7.96442127e+01   1.15015408e+01   1.15015408e+01
  4.70000000e+02  -8.37819542e+01   1.14906922e+01   1.14906922e+01
  4.71000000e+02  -7.39367805e+01   1.14794320e+01   1.14794320e+01
  4.72000000e+02  -6.04169059e+01   1.14677809e+01   1.14677809e+01
  4.73000000e+02  -6.44367581e+01   1.14557457e+01   1.14557457e+01
  4.74000000e+02  -7.52168466e+01   1.14433575e+01   1.14433575e+01
  4.75000000e+02  -7.28800365e+01   1.14306262e+01   1.14306262e+01
  4.76000000e+02  -9.01688474e+01   1.14175798e+01   1.14175798e+01
  4.77000000e+02  -8.15096861e+01   1.14042460e+01   1.14042460e+01
  4.78000000e+02  -7.64863956e+01   1.13906378e+01   1.13906378e+01
  4.79000000e+02  -6.67083295e+01   1.13767907e+01   1.13767907e+01
  4.80000000e+02  -8.42686612e+01   1.13627192e+01   1.13627192e+01
  4.81000000e+02  -7.06485723e+01   1.13484551e+01   1.13484551e+01
  4.82000000e+02  -6.22902909e+01   1.13340301e+01   1.13340301e+01
  4.83000000e+02  -6.53377785e+01   1.13194615e+01   1.13194615e+01
  4.84000000e+02  -7.37573997e+01   1.13047881e+01   1.13047881e+01
  4.85000000e+02  -5.72406591e+01   1.12900286e+01   1.12900286e+01
  4.86000000e+02  -9.49681571e+01   1.12752177e+01   1.12752177e+01
  4.87000000e+02  -5.95396012e+01   1.12603904e+01   1.12603904e+01
  4.88000000e+02  -5.73155628e+01   1.12455683e+01   1.12455683e+01
  4.89000000e+02  -6.26479123e+01   1.12307872e+01   1.12307872e+01
  4.90000000e+02  -6.95154687e+01   1.12160853e+01   1.12160853e+01
  4.91000000e+02  -7.66227145e+01   1.12014876e+01   1.12014876e+01
  4.92000000e+02  -8.06144142e+01   1.11870401e+01   1.11870401e+01
  4.93000000e+02  -8.16966610e+01   1.11727570e+01   1.11727570e+01
  4.94000000e+02  -8.46046215e+01   1.11586953e+01   1.11586953e+01
  4.95000000e+02  -6.71000083e+01   1.11448568e+01   1.11448568e+01
  4.96000000e+02  -5.24728630e+01   1.11313298e+01   1.11313298e+01
  4.97000000e+02  -7.90533213e+01   1.11181201e+01   1.11181201e+01
  4.98000000e+02  -6.52445926e+01   1.11052639e+01   1.11052639e+01
  4.99000000e+02  -5.37166680e+01   1.10926733e+01   1.10926733e+01
  5.00000000e+02  -6.60510592e+01   1.10806324e+01   1.10806324e+01
  5.01000000e+02  -5.97893501e+01   1.10688798e+01   1.10688798e+01
  5.02000000e+02  -5.56473499e+01   1.10577772e+01   1.10577772e+01
  5.03000000e+02  -5.67489360e+01   1.10426820e+01   1.10426820e+01
  5.04000000e+02  -4.84336480e+01   1.10325668e+01   1.10325668e+01
  5.05000000e+02  -3.98848725e+01   1.05772534e+01   1.05772534e+01
  5.06000000e+02  -4.24180203e+01   1.05634006e+01   1.05634006e+01
  5.07000000e+02  -4.76979687e+01   1.05436806e+01   1.05436806e+01
  5.08000000e+02  -5.77068172e+01   1.05313120e+01   1.05313120e+01
  5.09000000e+02  -5.01914159e+01   1.05197339e+01   1.05197339e+01
  5.10000000e+02  -5.49767399e+01   1.05089870e+01   1.05089870e+01
  5.11000000e+02  -4.75366211e+01   1.04988590e+01   1.04988590e+01
  5.12000000e+02  -4.45767025e+01   1.04898467e+01   1.04898467e+01
  5.13000000e+02  -4.15115175e+01   1.04816388e+01   1.04816388e+01
  5.14000000e+02  -5.64642138e+01   1.04744877e+01   1.04744877e+01
  5.15000000e+02  -5.28436233e+01   1.04682925e+01   1.04682925e+01
  5.16000000e+02  -5.26375744e+01   1.04630983e+01   1.04630983e+01
  5.17000000e+02  -3.33928924e+01   1.04589039e+01   1.04589039e+01
  5.18000000e+02  -4.79613845e+01   1.04557592e+01   1.04557592e+01
  5.19000000e+02  -9.30640427e+00   1.04536733e+01   1.04536733e+01
  5.20000000e+02  -4.09795087e+01   1.04526613e+01   1.04526613e+01
  5.21000000e+02  -3.51292193e+01   1.04527436e+01   1.04527436e+01
  5.22000000e+02  -5.10137277e+01   1.04539370e+01   1.04539370e+01
  5.23000000e+02  -3.58960072e+01   1.04562501e+01   1.04562501e+01
  5.24000000e+02  -1.56118861e+01   1.04596967e+01   1.04596967e+01
  5.25000000e+02  -1.49548205e+01   1.04642763e+01   1.04642763e+01
  5.26000000e+02  -1.25289348e+01   1.04699966e+01   1.04699966e+01
  5.27000000e+02  -3.94119192e+01   1.04768619e+01   1.04768619e+01
  5.28000000e+02  -3.53688172e+01   1.04848681e+01   1.04848681e+01
  5.29000000e+02  -1.44187921e+01   1.04940165e+01   1.04940165e+01
  5.30000000e+02  -2.83862081e+01   1.05043075e+01   1.05043075e+01
  5.31000000e+02  -1.11101696e+01   1.05157313e+01   1.05157313e+01
  5.32000000e+02  -2.66457713e+01   1.05282849e+01   1.05282849e+01
  5.33000000e+02  -3.06548125e+01   1.05419635e+01   1.05419635e+01
  5.34000000e+02  -2.33371491e+01   1.05567531e+01   1.05567531e+01
  5.35000000e+02  -3.78749305e+01   1.05726483e+01   1.05726483e+01
  5.36000000e+02  -3.94011041e+00   1.05896324e+01   1.05896324e+01
  5.37000000e+02  -8.04382418e+00   1.06076944e+01   1.06076944e+01
  5.38000000e+02  -1.25622478e+01   1.06268215e+01   1.06268215e+01
  5.39000000e+02  -1.63777118e+01   1.06469928e+01   1.06469928e+01
  5.40000000e+02  -1.17432059e+01   1.06681915e+01   1.06681915e+01
  5.41000000e+02   6.07531616e+00   1.06903975e+01   1.06903975e+01
  5.42000000e+02  -1.67629082e+01   1.07135796e+01   1.07135796e+01
  5.43000000e+02   1.08452857e+01   1.07377134e+01   1.07377134e+01
  5.44000000e+02   6.21510295e+00   1.07627745e+01   1.07627745e+01
  5.45000000e+02   3.12686207e+00   1.07887291e+01   1.07887291e+01
  5.46000000e+02  -1.85066108e+01   1.08155509e+01   1.08155509e+01
  5.47000000e+02   1.33392288e+00   1.08432131e+01   1.08432131e+01
  5.48000000e+02  -2.12992394e-01   1.08716799e+01   1.08716799e+01
  5.49000000e+02  -4.59162258e+00   1.09009259e+01   1.09009259e+01
  5.50000000e+02  -7.24730255e+00   1.09309143e+01   1.09309143e+01
  5.51000000e+02   3.10840618e+00   1.09616164e+01   1.09616164e+01
  5.52000000e+02  -8.53953342e-01   1.09930032e+01   1.09930032e+01
  5.53000000e+02  -9.66630098e+00   1.10250365e+01   1.10250365e+01
  5.54000000e+02  -1.09372857e+01   1.10576860e+01   1.10576860e+01
  5.55000000e+02   1.94751176e+00   1.10909220e+01   1.10909220e+01
  5.56000000e+02   4.16009120e+01   1.11247057e+01   1.11247057e+01
  5.57000000e+02   1.41461941e+01   1.11590062e+01   1.11590062e+01
  5.58000000e+02   1.11201039e+00   1.11937877e+01   1.11937877e+01
  5.59000000e+02  -6.37689613e+00   1.12290052e+01   1.12290052e+01
  5.60000000e+02   6.36449215e+00   1.12646223e+01   1.12646223e+01
  5.61000000e+02   1.05942192e+01   1.13006039e+01   1.13006039e+01
  5.62000000e+02   2.22712174e+01   1.13369059e+01   1.13369059e+01
  5.63000000e+02   1.27097875e+01   1.13734973e+01   1.13734973e+01
  5.64000000e+02   2.77713906e+01   1.14103345e+01   1.14103345e+01
  5.65000000e+02  -1.64250343e+01   1.14473848e+01   1.14473848e+01
  5.66000000e+02   2.58974100e+01   1.14846156e+01   1.14846156e+01
  5.67000000e+02   2.40492083e+01   1.15219854e+01   1.15219854e+01
  5.68000000e+02   1.48308399e+01   1.15594640e+01   1.15594640e+01
  5.69000000e+02   7.45899329e+00   1.15970200e+01   1.15970200e+01
  5.70000000e+02   1.11524014e+01   1.16346140e+01   1.16346140e+01
  5.71000000e+02   1.98608381e+01   1.16722170e+01   1.16722170e+01
  5.72000000e+02   3.16561094e+01   1.17098013e+01   1.17098013e+01
  5.73000000e+02   3.01308722e+01   1.17473300e+01   1.17473300e+01
  5.74000000e+02   1.88787440e+01   1.17847760e+01   1.17847760e+01
  5.75000000e+02   2.29012538e+01   1.18221113e+01   1.18221113e+01
  5.76000000e+02   9.55949316e+00   1.18592993e+01   1.18592993e+01
  5.77000000e+02   2.26477502e+01   1.18963138e+01   1.18963138e+01
  5.78000000e+02   2.71726804e+01   1.19331303e+01   1.19331303e+01
  5.79000000e+02   1.14501317e+01   1.19697153e+01   1.19697153e+01
  5.80000000e+02   2.83743957e+01   1.20060466e+01   1.20060466e+01
  5.81000000e+02   3.46410830e+01   1.20421037e+01   1.20421037e+01
  5.82000000e+02   3.05400849e+01   1.20778559e+01   1.20778559e+01
  5.83000000e+02   2.07559845e+01   1.21132850e+01   1.21132850e+01
  5.84000000e+02   2.83644822e+01   1.21483751e+01   1.21483751e+01
  5.85000000e+02   3.42359042e+01   1.21830980e+01   1.21830980e+01
  5.86000000e+02   9.03234150e+00   1.22174394e+01   1.22174394e+01
  5.87000000e+02   3.65812217e+01   1.22513860e+01   1.22513860e+01
  5.88000000e+02   2.87195552e+01   1.22849141e+01   1.22849141e+01
  5.89000000e+02   3.53437910e+01   1.23180136e+01   1.23180136e+01
  5.90000000e+02   3.36056498e+01   1.23506743e+01   1.23506743e+01
  5.91000000e+02   2.04118693e+01   1.23828761e+01   1.23828761e+01
  5.92000000e+02   1.34754118e+01   1.24146093e+01   1.24146093e+01
  5.93000000e+02   3.04220819e+01   1.24458652e+01   1.24458652e+01
  5.94000000e+02   3.41508265e+01   1.24766248e+01   1.24766248e+01
  5.95000000e+02   4.74405506e+01   1.25068820e+01   1.25068820e+01
  5.96000000e+02   3.12693635e+01   1.25366323e+01   1.25366323e+01
  5.97000000e+02   1.30878708e+01   1.25658594e+01   1.25658594e+01
  5.98000000e+02   9.19260677e+00   1.25945663e+01   1.25945663e+01
  5.99000000e+02   3.72076766e+01   1.26227390e+01   1.26227390e+01
  6.00000000e+02   9.76947189e+00   1.26503779e+01   1.26503779e+01
  6.01000000e+02   3.79601109e+01   1.26774845e+01   1.26774845e+01
  6.02000000e+02   5.22007396e+01   1.27040481e+01   1.27040481e+01
  6.03000000e+02   1.64335009e+01   1.27300728e+01   1.27300728e+01
  6.04000000e+02   2.23549041e+01   1.27555592e+01   1.27555592e+01
  6.05000000e+02   3.01755266e+01   1.27805091e+01   1.27805091e+01
  6.06000000e+02   3.49774485e+01   1.28049254e+01   1.28049254e+01
  6.07000000e+02   4.26557149e+01   1.28288117e+01   1.28288117e+01
  6.08000000e+02   3.63382905e+01   1.28521728e+01   1.28521728e+01
  6.09000000e+02   1.70059027e+01   1.28750140e+01   1.28750140e+01
  6.10000000e+02   2.89171574e+01   1.28973406e+01   1.28973406e+01
  6.11000000e+02   5.65665327e+01   1.29191597e+01   1.29191597e+01
  6.12000000e+02   2.07750350e+01   1.29404783e+01   1.29404783e+01
  6.13000000e+02   2.83372943e+01   1.29613058e+01   1.29613058e+01
  6.14000000e+02   7.78723300e+00   1.29816512e+01   1.29816512e+01
  6.15000000e+02   1.07135261e+01   1.30015247e+01   1.30015247e+01
  6.16000000e+02   5.35784441e+01   1.30209380e+01   1.30209380e+01
  6.17000000e+02   3.17727159e+01   1.30398979e+01   1.30398979e+01
  6.18000000e+02   4.47683950e+01   1.30584260e+01   1.30584260e+01
  6.19000000e+02   2.02043299e+01   1.30765313e+01   1.30765313e+01
  6.20000000e+02   1.43592768e+01   1.30942283e+01   1.30942283e+01
  6.21000000e+02   1.21946426e+01   1.31115320e+01   1.31115320e+01
  6.22000000e+02   2.40083355e+01   1.31284581e+01   1.31284581e+01
  6.23000000e+02  -1.00333727e+01   1.31450227e+01   1.31450227e+01
  6.24000000e+02   1.77450103e+01   1.31612431e+01   1.31612431e+01
  6.25000000e+02   2.28135102e+01   1.31771363e+01   1.31771363e+01
  6.26000000e+02   4.12365096e+00   1.31927195e+01   1.31927195e+01
  6.27000000e+02   8.97724651e+00   1.32080094e+01   1.32080094e+01
  6.28000000e+02   1.80372636e+01   1.32230234e+01   1.32230234e+01
  6.29000000e+02   4.54304830e+00   1.32377795e+01   1.32377795e+01
  6.30000000e+02   4.68844435e+00   1.32522957e+01   1.32522957e+01
  6.31000000e+02   7.78846535e+00   1.32665899e+01   1.32665899e+01
  6.32000000e+02   2.93618343e+01   1.32806814e+01   1.32806814e+01
  6.33000000e+02   6.79805163e+00   1.32945886e+01   1.32945886e+01
  6.34000000e+02   6.57784006e+00   1.33083298e+01   1.33083298e+01
  6.35000000e+02   1.24222813e+01   1.33219195e+01   1.33219195e+01
  6.36000000e+02   2.15190622e+00   1.33353876e+01   1.33353876e+01
  6.37000000e+02   1.23343900e+01   1.33487475e+01   1.33487475e+01
  6.38000000e+02  -1.16747657e+01   1.33620195e+01   1.33620195e+01
  6.39000000e+02   1.65530446e+00   1.33752231e+01   1.33752231e+01
  6.40000000e+02  -7.03959727e+00   1.33883772e+01   1.33883772e+01
  6.41000000e+02   9.07037057e-01   1.34015027e+01   1.34015027e+01
  6.42000000e+02  -1.89581911e+01   1.34146178e+01   1.34146178e+01
  6.43000000e+02   9.74286454e-01   1.34277408e+01   1.34277408e+01
  6.44000000e+02   1.03236095e+01   1.34408898e+01   1.34408898e+01
  6.45000000e+02  -8.89695601e-01   1.34540817e+01   1.34540817e+01
  6.46000000e+02   4.47837909e+00   1.34673336e+01   1.34673336e+01
  6.47000000e+02  -2.05145169e+01   1.34806619e+01   1.34806619e+01
  6.48000000e+02  -1.12553738e+01   1.34940834e+01   1.34940834e+01
  6.49000000e+02  -5.60359112e+00   1.35076137e+01   1.35076137e+01
  6.50000000e+02   2.76290776e+00   1.35212619e+01   1.35212619e+01
  6.51000000e+02  -2.71310319e+01   1.35350544e+01   1.35350544e+01
  6.52000000e+02  -3.73207153e+00   1.35489999e+01   1.35489999e+01
  6.53000000e+02  -2.79798080e+01   1.35631126e+01   1.35631126e+01
  6.54000000e+02  -1.10431399e+01   1.35774056e+01   1.35774056e+01
  6.55000000e+02  -4.16864142e+01   1.35918922e+01   1.35918922e+01
  6.56000000e+02  -3.07625434e+01   1.36065844e+01   1.36065844e+01
  6.57000000e+02   5.10972790e+00   1.36214941e+01   1.36214941e+01
  6.58000000e+02  -1.75221718e+01   1.36366325e+01   1.36366325e+01
  6.59000000e+02  -2.47127071e+01   1.36520097e+01   1.36520097e+01
  6.60000000e+02   6.26744369e+00   1.36676341e+01   1.36676341e+01
  6.61000000e+02  -4.37049037e+01   1.36835139e+01   1.36835139e+01
  6.62000000e+02  -4.84941095e+01   1.36996503e+01   1.36996503e+01
  6.63000000e+02  -2.17058730e+01   1.37160610e+01   1.37160610e+01
  6.64000000e+02  -4.71778699e+01   1.37327461e+01   1.37327461e+01
  6.65000000e+02  -1.87472006e+01   1.37497103e+01   1.37497103e+01
  6.66000000e+02  -5.72874337e+01   1.37669570e+01   1.37669570e+01
  6.67000000e+02  -5.38803496e+01   1.37844891e+01   1.37844891e+01
  6.68000000e+02  -4.02056768e+01   1.38023094e+01   1.38023094e+01
  6.69000000e+02  -3.56941746e+01   1.38204192e+01   1.38204192e+01
  6.70000000e+02  -5.08415476e+01   1.38388187e+01   1.38388187e+01
  6.71000000e+02  -5.09488402e+01   1.38575086e+01   1.38575086e+01
  6.72000000e+02  -8.32394478e+01   1.38764865e+01   1.38764865e+01
  6.73000000e+02  -6.56273623e+01   1.38957518e+01   1.38957518e+01
  6.74000000e+02  -5.83593969e+01   1.39152955e+01   1.39152955e+01
  6.75000000e+02  -7.55497227e+01   1.39351256e+01   1.39351256e+01
  6.76000000e+02  -7.16951414e+01   1.39552317e+01   1.39552317e+01
  6.77000000e+02  -8.40546710e+01   1.39756070e+01   1.39756070e+01
  6.78000000e+02  -4.96297267e+01   1.39962437e+01   1.39962437e+01
  6.79000000e+02  -6.94238068e+01   1.40171334e+01   1.40171334e+01
  6.80000000e+02  -8.15030881e+01   1.40382665e+01   1.40382665e+01
  6.81000000e+02  -3.94062980e+01   1.40596328e+01   1.40596328e+01
  6.82000000e+02  -7.46946142e+01   1.40812200e+01   1.40812200e+01
  6.83000000e+02  -7.78503008e+01   1.41030175e+01   1.41030175e+01
  6.84000000e+02  -5.48552740e+01   1.41250067e+01   1.41250067e+01
  6.85000000e+02  -7.44792943e+01   1.41471861e+01   1.41471861e+01
  6.86000000e+02  -1.02640387e+02   1.41695357e+01   1.41695357e+01
  6.87000000e+02  -9.98063924e+01   1.41920417e+01   1.41920417e+01
  6.88000000e+02  -6.55359507e+01   1.42146884e+01   1.42146884e+01
  6.89000000e+02  -7.63322291e+01   1.42374604e+01   1.42374604e+01
  6.90000000e+02  -8.84214278e+01   1.42603411e+01   1.42603411e+01
  6.91000000e+02  -4.94969665e+01   1.42833144e+01   1.42833144e+01
  6.92000000e+02  -8.34290258e+01   1.43063622e+01   1.43063622e+01
  6.93000000e+02  -8.52901629e+01   1.43294673e+01   1.43294673e+01
  6.94000000e+02  -9.11552876e+01   1.43526072e+01   1.43526072e+01
  6.95000000e+02  -9.76549763e+01   1.43757769e+01   1.43757769e+01
  6.96000000e+02  -9.54282947e+01   1.43989544e+01   1.43989544e+01
  6.97000000e+02  -1.19096485e+02   1.44221213e+01   1.44221213e+01
  6.98000000e+02  -8.96059560e+01   1.44452602e+01   1.44452602e+01
  6.99000000e+02  -7.67430818e+01   1.44683530e+01   1.44683530e+01
  7.00000000e+02  -7.84652127e+01   1.44913817e+01   1.44913817e+01
  7.01000000e+02  -8.68200893e+01   1.45143279e+01   1.45143279e+01
  7.02000000e+02  -1.13463707e+02   1.45371726e+01   1.45371726e+01
  7.03000000e+02  -1.07285452e+02   1.45598916e+01   1.45598916e+01
  7.04000000e+02  -1.01672488e+02   1.45824775e+01   1.45824775e+01
  7.05000000e+02  -1.05846523e+02   1.46049047e+01   1.46049047e+01
  7.06000000e+02  -8.22607031e+01   1.46271546e+01   1.46271546e+01
  7.07000000e+02  -8.79264614e+01   1.46492075e+01   1.46492075e+01
  7.08000000e+02  -1.06443580e+02   1.46710440e+01   1.46710440e+01
  7.09000000e+02  -9.57325235e+01   1.46926443e+01   1.46926443e+01
  7.10000000e+02  -1.10602751e+02   1.47139888e+01   1.47139888e+01
  7.11000000e+02  -1.04542229e+02   1.47350528e+01   1.47350528e+01
  7.12000000e+02  -9.79895232e+01   1.47558283e+01   1.47558283e+01
  7.13000000e+02  -1.05701015e+02   1.47762898e+01   1.47762898e+01
  7.14000000e+02  -1.24604726e+02   1.47964182e+01   1.47964182e+01
  7.15000000e+02  -9.28330874e+01   1.48161942e+01   1.48161942e+01
  7.16000000e+02  -1.22995470e+02   1.48355994e+01   1.48355994e+01
  7.17000000e+02  -1.09831007e+02   1.48546149e+01   1.48546149e+01
  7.18000000e+02  -1.11581961e+02   1.48732225e+01   1.48732225e+01
  7.19000000e+02  -1.51774555e+02   1.48913983e+01   1.48913983e+01
  7.20000000e+02  -1.09699968e+02   1.49091357e+01   1.49091357e+01
  7.21000000e+02  -1.04987760e+02   1.49264110e+01   1.49264110e+01
  7.22000000e+02  -1.17762634e+02   1.49432073e+01   1.49432073e+01
  7.23000000e+02  -1.45574522e+02   1.49595075e+01   1.49595075e+01
  7.24000000e+02  -1.37760248e+02   1.49752944e+01   1.49752944e+01
  7.25000000e+02  -1.13955374e+02   1.49905521e+01   1.49905521e+01
  7.26000000e+02  -1.19856598e+02   1.50052641e+01   1.50052641e+01
  7.27000000e+02  -1.40061795e+02   1.50194100e+01   1.50194100e+01
  7.28000000e+02  -8.75212011e+01   1.50329917e+01   1.50329917e+01
  7.29000000e+02  -1.38219195e+02   1.50459937e+01   1.50459937e+01
  7.30000000e+02  -1.12403685e+02   1.50584077e+01   1.50584077e+01
  7.31000000e+02  -1.07531854e+02   1.50702257e+01   1.50702257e+01
  7.32000000e+02  -1.29179895e+02   1.50814406e+01   1.50814406e+01
  7.33000000e+02  -1.45612866e+02   1.50920451e+01   1.50920451e+01
  7.34000000e+02  -1.35193748e+02   1.51020330e+01   1.51020330e+01
  7.35000000e+02  -1.21584864e+02   1.51113925e+01   1.51113925e+01
  7.36000000e+02  -1.41292621e+02   1.51201283e+01   1.51201283e+01
  7.37000000e+02  -1.42835853e+02   1.51282303e+01   1.51282303e+01
  7.38000000e+02  -1.16503320e+02   1.51356932e+01   1.51356932e+01
  7.39000000e+02  -1.19045329e+02   1.51425135e+01   1.51425135e+01
  7.40000000e+02  -1.32096899e+02   1.51486874e+01   1.51486874e+01
  7.41000000e+02  -1.20981042e+02   1.51542110e+01   1.51542110e+01
  7.42000000e+02  -1.36227422e+02   1.51590733e+01   1.51590733e+01
  7.43000000e+02  -1.28311035e+02   1.51632886e+01   1.51632886e+01
  7.44000000e+02  -1.20084083e+02   1.51668551e+01   1.51668551e+01
